course_id,name,credit_hours,description,prerequisite,link
PSYC 540,Social Development,4,Same as EPSY 530 . See EPSY 530 .,,https://courses.illinois.edu/schedule/terms/PSYC/540
PSYC 542,Interdisciplinary Approaches to Neuroscience I,3,Same as MCB 542 and NEUR 542 . See NEUR 542 .,,https://courses.illinois.edu/schedule/terms/PSYC/542
PSYC 543,Interdisciplinary Approaches to Neuroscience II,3,Same as MCB 543 and NEUR 543 . See NEUR 543 .,,https://courses.illinois.edu/schedule/terms/PSYC/543
PSYC 544,Developmental Cognitive Neuroscience,4,"A survey of the contributions neuroscience is making or could potentially make toward understanding cognitive development. During the first part of the semester some class time will be dedicated to understanding how different neuroscience measures (e.g., fMRI, EEG, NIRS) are applied to developmental populations. In addition, each class will also focus on the application of neuroscience to a particular psychological topic of interest including language, literacy, mathematics, and social-cognitive development. Course information: Prerequisite: Recommended, but not required: PSYC 569; PSYC 524 .","Course information: Prerequisite: Recommended, but not required: PSYC 569; PSYC 524 .",https://courses.illinois.edu/schedule/terms/PSYC/544
PSYC 545,Intro to Clin-Comm Psych IV,4,"Part 4 of a 4 part sequence designed to provide clinical-community graduate students with a broad overview of theories, approaches, and methods in clinical and community psychology. This set of courses includes coverage of al major domains in clinical-community psychology, including psychopathology/problems in living, clinical-community assessment, diagnosis, effective interventions and their evaluation, and prevention. These courses are also meant to engage graduate students in the process of critical inquiry in clinical-community psychology. Required of all entering graduate students in clinical-community psychology. Prerequisite: Consent of instructor required for all students not admitted to graduate program in clinical-community psychology.",Prerequisite: Consent of instructor required for all students not admitted to graduate program in clinical-community psychology.,https://courses.illinois.edu/schedule/terms/PSYC/545
PSYC 546,Intervention & Assessment,1 to 4,"This two-semester course sequence covers research and methods of intervention, prevention, and assessment/diagnosis in clinical and community psychology. Includes scholarly readings and didactic discussions, as well as supervision of applied work in which the students engage. Instruction in ethical standards and professional development is provided. Emphasis is given to empirically-supported assessment, intervention, and supervision in clinical and community psychology. Approved for Letter and S/U grading. May be repeated up to 9 hours in the same term and up to 40 hours in separate terms. Prerequisite: Credit or concurrent registration in PSYC 538 , PSYC 539 , PSYC 532 , or PSYC 545 , or consent of instructor.","Prerequisite: Credit or concurrent registration in PSYC 538 , PSYC 539 , PSYC 532 , or PSYC 545 , or consent of instructor.",https://courses.illinois.edu/schedule/terms/PSYC/546
PSYC 548,Modeling Heterogeneity,4,"Conceptual, mathematical, and statistical framework to model heterogeneity of behavior. Students will learn to move beyond a psychology of averages and think of variability of behavior as a source of information for scientific inquiry rather than mere noise. This course provides a basic introduction to order-constrained inference methods. Student projects encourage applications to any area of the social and behavioral sciences or at their interface with other scientific disciplines. Students will learn to use open-source public-domain specialized software. Same as PS 534 . Prerequisite: PSYC 506 or equivalent, or permission of the instructor.","Prerequisite: PSYC 506 or equivalent, or permission of the instructor.",https://courses.illinois.edu/schedule/terms/PSYC/548
PSYC 551,Theory in Social Psychology,4,"Overview of the major theoretical perspectives in experimental social psychology, including theories of attitudes, motivation, emotion, interpersonal and intergroup relations, and the self. Prerequisite: Consent of instructor.",Prerequisite: Consent of instructor.,https://courses.illinois.edu/schedule/terms/PSYC/551
PSYC 552,Soc Psych Theory and Meth II,4,Second of a two-course sequence for first-year graduate students in social psychology. Advanced theoretical and research approaches to a broad range of issues in social psychology; participation and seminar presentations by social psychology program faculty. Each student participates in seminar presentations and develops and conducts a research study in conjunction with one or more faculty members. Prerequisite: Consent of instructor.,Prerequisite: Consent of instructor.,https://courses.illinois.edu/schedule/terms/PSYC/552
PSYC 553,Founds of Organizational Behav,4,"Same as BADM 510 , PS 514 , and SOC 575 . See BADM 510 .",,https://courses.illinois.edu/schedule/terms/PSYC/553
PSYC 555,Detection and Discrimination,4,Reviews prominent theoretical approaches to understanding tasks that involve detection and discrimination. A major portion of the class will be devoted to signal-detection theory and to drift-diffusion theory. The goal of this class is to empower students to bring these well-validated and highly useful models to their own research.,,https://courses.illinois.edu/schedule/terms/PSYC/555
PSYC 563,Research Methods: Clinical/Community Psychology,4,Examination of research methods and strategies in Clinical and Community Psychology and related fields; issues involved in casual inference from experimental and quasi-experimental designs; qualitative research methods. Prerequisite: PSYC 506 .,Prerequisite: PSYC 506 .,https://courses.illinois.edu/schedule/terms/PSYC/563
PSYC 567,Personality Assessment,4,Methods and theory in the quantitative assessment of personality; review of research findings and trends. Same as EPSY 567 . Prerequisite: PSYC 407 or equivalent.,Prerequisite: PSYC 407 or equivalent.,https://courses.illinois.edu/schedule/terms/PSYC/567
PSYC 570,Principles and Methods of Teaching Psychology,0 to 4,Designed for graduate students in psychology; areas considered include developing course objectives and content; developing and presenting teaching-learning situations; evaluating the attainment of course objectives; advising and counseling students; ethics in teaching; and research problems on the teaching of psychology. Approved for S/U grading only. May be repeated in separate terms up to 12 hours. Prerequisite: Second-year graduate standing in psychology or consent of instructor.,Prerequisite: Second-year graduate standing in psychology or consent of instructor.,https://courses.illinois.edu/schedule/terms/PSYC/570
PSYC 573,Clin/Comm: History & Systems,4,"One of a series of independent study courses to help Clinical/Community Psychology graduate students develop breadth of knowledge in the broader field of Psychology. Involves an overview of the history and systems of psychological thought and satisfies the breadth requirement in the area. Prerequisite: Before enrolling in this course, students must develop and maintain a portfolio of engagement with the breadth area of History and Systems demonstrating 45 hours effort. Students must first meet with the course instructor to present their portfolio. Instructor approval required. Clinical/Community Psychology graduate students only.","Prerequisite: Before enrolling in this course, students must develop and maintain a portfolio of engagement with the breadth area of History and Systems demonstrating 45 hours effort.",https://courses.illinois.edu/schedule/terms/PSYC/573
